5	
1.4051	
0.5037	
1.0715	
1.0622	
1.4822	
0.7445	2.8627
1.1921	0.7981
1.9346	2.7063
2.5232	1.9498
3.1350	2.5021
3.8531	1.8613
4.5864	0.1413
4.7570	2.7841
5.2882	0.6413
6.2263	2.1516
6.2313	1.4329
6.8839	0.6407
7.4184	2.0451
7.6967	1.6912
8.0289	1.9287
8.1370	0.2017
9.0619	2.9833
9.5665	1.0118
9.7223	0.6825
10.4848	2.9468
11.1839	2.1903
11.4715	2.3999
12.3146	2.3882
12.6875	0.6081
13.0529	2.7655
13.1662	2.0227
14.0875	2.6696
14.5711	1.8534
14.6511	0.2960
14.7191	2.0159
15.4757	2.2360
16.2140	2.8149
16.3980	0.6724
16.6330	2.1274
17.4250	0.5800
17.8852	2.3119
18.8130	1.8590
19.5802	2.9738
19.7540	0.1243
19.9704	0.6410
20.5458	1.0896
21.3628	1.4375
22.2354	2.6546
22.7056	1.2950
22.7762	2.7294
23.2079	0.1285
23.3994	0.7341
23.6778	1.5674
24.2019	2.1536
24.8101	0.8820
25.6808	0.9975
26.0423	0.4834
27.0345	2.4837
27.6539	1.3126
27.8631	0.8017
28.4244	0.8517
28.6705	0.9411
29.4889	1.9739
30.4164	2.8950
30.8345	2.1080
31.4704	0.9293
32.1646	1.4062
32.4530	2.9522
33.4111	2.3486
33.6736	0.0936
34.4878	0.5962
34.9880	1.4747
35.9357	0.2852
36.1407	1.4218
36.9458	1.2548
37.4705	2.9884
38.3747	1.1132
39.1419	2.3749
39.7657	0.6471
40.1269	1.2679
40.4448	0.7768
40.7780	1.0040
41.2065	0.1738
41.4467	1.2626
42.2610	1.7695
42.6050	1.0356
43.4384	2.3060
44.0733	0.8333
44.8079	2.8885
45.4962	1.8820
46.0121	2.7171
46.5554	0.7688
46.8276	2.9723
47.2586	0.6406
47.9968	2.3787
48.3524	0.4947
49.0427	1.4945
49.8893	0.7449
50.3988	0.7802
50.4526	0.0936
50.6472	2.5991
51.2634	0.0311
51.8877	2.3844
52.7549	0.6518
53.7354	1.9911
54.0668	2.4373
54.6675	0.4348
55.3458	2.1239
56.1340	0.2729
56.6436	2.9209
57.0592	2.3916
57.3507	2.3853
58.0596	0.3390
58.2789	2.4561
58.5965	1.4864
59.5399	2.5362
59.6351	2.1936
60.4209	2.6669
60.9367	0.1770
61.6702	2.0457
62.4182	1.3605
62.7999	0.8530
62.9204	0.6684
63.8449	0.2112
64.6051	2.6579
65.1301	2.9726
65.7554	1.5236
65.8675	1.2833
66.0056	1.3518
66.3881	1.3152
67.2871	1.2067
67.9840	1.0305
68.5253	2.5570
68.8434	0.6891
69.6780	1.5212
70.5889	0.7910
71.1240	1.8288
71.7056	0.1741
72.6237	1.6740
72.8483	1.2687
73.5468	1.6724
73.9657	2.8213
74.5878	1.8158
74.6577	2.6268
75.3193	2.0637
75.6076	0.8988
76.1352	1.2789
76.2150	1.7607
76.4621	2.8845
76.7356	2.5832
76.8280	2.3745
77.1628	1.3796
77.3235	2.2445
78.1755	0.4367
79.0474	1.7576
79.6761	1.2741
80.0445	1.7657
80.2047	0.1156
80.5461	0.3473
81.4224	1.0178
82.0193	2.3911
82.6071	1.6450
83.4548	2.1654
83.5121	2.6786
84.1837	0.3471
84.8492	0.4083
85.2238	0.2688
85.8558	2.3454
86.6971	0.9616
86.7275	0.9216
87.4740	0.6318
88.3107	2.0391
88.7885	1.5248
89.2695	0.8208
90.1666	2.7033
90.7743	2.7667
91.7154	0.5568
91.9972	2.0191
92.0056	0.8628
92.4327	1.5110
92.6682	0.8975
93.6623	1.8620
94.3193	1.0925
94.3239	0.9060
94.4090	1.5724
95.0871	1.9750
95.5878	1.4511
95.9105	0.7543
96.2023	1.8028
96.6690	0.2784
97.3878	0.6152
97.7319	0.6254
97.8020	2.6717
98.6265	1.1183
98.7557	0.8911
99.6103	2.9500
99.8218	1.6489
100.7551	0.1696
101.5378	2.9487
102.0855	0.0078
102.1643	0.7151
102.8688	0.4394
103.3943	0.2026
103.4697	1.0035
103.9306	2.0649
104.4959	1.2046
104.9657	0.2742
105.9282	0.0670
106.9027	0.9866
107.1023	0.1127
107.6639	2.7011
108.2447	0.2253
108.4069	2.0094
109.2432	2.0359
109.5198	1.8655
110.1748	0.0193
110.6547	2.1289
111.0823	1.2635
111.0963	2.6291
111.7178	0.6315
112.6828	0.4426
113.5270	2.7316
114.2529	1.8402
115.0725	0.8301
115.8060	1.6332
116.0727	1.7785
116.0963	2.8163
117.0732	2.1082
117.4785	0.5821
118.0841	2.6771
118.5992	0.6340
118.8299	0.9837
118.9018	0.1812
119.8776	2.3230
120.8718	1.7932
121.0017	0.5314
121.9693	1.2930
122.2370	0.0622
122.4356	2.3035
122.7093	1.0175
123.1146	0.1881
123.2981	2.2355
123.7601	0.9929
124.4226	1.3899
125.0211	2.4806
125.3757	0.1152
125.9993	2.3931
126.4848	1.8155
126.7594	2.0311
127.0817	0.9235
127.6707	1.4561
128.2808	1.8734
129.2597	2.5802
129.6033	2.3488
130.4026	0.0682
130.8380	2.4630
131.6457	0.7487
131.6840	0.3380
131.7065	0.4601
132.3868	1.8639
133.2980	0.2781
133.5491	1.6802
134.1254	2.7026
135.0536	2.4382
135.1590	1.0654
135.9941	1.8468
136.4714	0.6654
136.6343	1.3232
136.9859	2.7127
137.4576	0.9359
138.3492	0.6284
139.2625	2.0612
140.1943	2.8599
140.3877	0.2395
140.5405	1.6557
141.1536	0.8062
142.0633	2.0798
142.1459	0.2985
142.8449	2.5695
143.6508	0.7822
144.1425	0.7909
144.1451	2.0919
144.9579	0.3949
145.6265	1.5062
146.3601	2.3464
146.4465	1.0433
146.9512	2.1156
147.6275	2.1829
148.3056	1.5678
148.4484	0.0820
148.5661	0.0409
148.5794	2.8387
148.9824	1.4604
149.1144	2.9938
150.0496	1.3487
150.8289	2.0254
151.3478	0.1560
152.0742	2.2038
152.6146	2.8108
153.4504	2.0391
153.5898	1.3656
153.8149	2.4859
154.7910	0.4429
154.8787	0.0895
155.7296	1.4905
155.9650	2.7459
156.0301	2.7527
156.5580	2.9326
157.1491	1.2877
157.9652	0.3015
158.8710	0.6933
159.8303	1.3971
160.6186	1.5925
160.9500	0.0185
160.9928	1.4425
161.9166	0.1142
162.3357	0.2136
162.9753	1.0697
163.8133	1.8895
164.3023	0.2725
164.8385	0.4340
165.5906	1.5105
166.3444	2.1525
166.6401	1.2182
167.2745	0.6183
167.5407	0.4176
168.3225	2.7687
168.4360	2.1253
168.6177	2.7230
169.4843	0.0873
170.3157	1.2216
170.7485	2.2734
171.0613	2.4221
171.4720	1.2330
171.9739	0.3106
172.7444	1.7120
173.6837	1.3393
174.3577	0.9840
174.7814	1.8433
175.5005	0.7385
176.0170	1.9131
176.5496	2.9444
176.8815	1.9513
177.6368	2.6177
177.7872	1.5584
178.1154	0.4672
178.3166	0.5983
178.7950	2.8827
179.5822	1.3263
180.5273	2.4759
181.3071	0.4936
182.0352	1.7017
182.3229	0.0388
182.4179	1.5121
183.3994	2.1419
184.1138	0.6361
184.6856	1.7134
185.5208	2.8642
186.3504	2.4194
186.4171	2.0282
187.1472	1.1068
188.0847	1.9554
188.1287	2.7844
188.6594	2.5011
189.1562	2.0743
189.2863	2.4202
189.6703	1.5613
189.6997	0.4142
189.9404	2.5198
190.2523	2.1094
190.5958	1.8001
191.0287	1.7415
191.1799	0.3067
191.8213	2.7862
191.8923	1.1477
192.2251	1.2549
192.9229	0.2034
193.8738	1.2010
193.9881	2.2852
194.4800	1.8395
194.5992	2.8215
195.3762	2.8781
195.5474	2.4006
195.6780	2.7518
196.5268	1.5677
197.4969	0.8644
197.7130	0.6885
197.7863	1.1383
198.2245	1.1089
198.7053	0.0310
199.5665	0.8846
200.4048	2.9662
200.5785	1.5454
201.3383	1.8131
201.5237	2.3768
202.5084	0.2490
203.3275	1.6336
203.3520	2.2113
203.4497	0.1989
203.6530	0.1850
204.0738	0.5556
204.9861	0.2884
205.8254	2.9550
205.9907	0.8441
206.4957	2.2357
207.3076	0.9206
208.2531	1.0019
208.7072	1.2504
209.5563	2.1832
210.3654	2.3509
210.7554	0.2430
211.5785	2.4433
211.7354	1.6860
212.2215	2.3927
212.4777	2.2277
212.5244	2.1020
213.4554	2.0688
213.5052	2.1035
214.4253	1.7103
215.1421	0.7562
215.6391	0.2282
216.2170	1.2543
216.5044	0.6078
217.1276	0.9688
217.2662	2.5184
218.1533	0.7814
218.9151	1.9531
219.5420	2.5443
219.8001	1.6473
220.7850	1.8675
221.6755	1.5135
222.5774	1.9262
222.8308	2.8653
223.5824	2.1576
223.6514	1.2618
223.8030	1.7905
224.1788	2.0144
224.9807	1.6569
225.7922	0.1394
226.1210	2.6293
226.8443	0.6895
226.9250	1.6645
227.1942	2.8194
227.6075	0.4315
227.6943	2.7512
228.6406	2.0715
229.1948	0.2228
229.5242	2.2131
230.4531	1.6112
230.7634	0.0337
231.7606	1.1489
231.8407	0.1913
232.6825	1.5718
233.2648	1.9384
233.9798	0.1783
234.0160	0.7309
234.2244	0.1261
234.3336	1.6430
234.7218	1.8874
235.5855	2.8719
235.8642	0.0156
236.7752	2.1832
236.8385	2.9345
237.0210	2.8990
237.8615	0.3448
238.0951	1.3526
238.8210	0.4883
238.8662	1.8949
239.2187	0.1407
239.5100	2.5397
240.1237	0.0610
240.3674	0.1495
241.2018	2.6080
241.2056	2.6429
241.8683	0.4912
242.2570	0.8568
243.1222	2.9005
243.4306	1.1563
244.0039	1.9701
244.8028	1.1446
245.0068	2.4547
245.4272	0.5321
245.5520	2.5651
246.5245	2.0779
247.1288	2.1561
247.1839	2.1034
247.1874	2.9339
248.0065	1.0287
248.7317	2.6931
249.4208	1.7026
249.7202	0.1886
250.2375	0.7307
250.6977	2.7225
251.4888	1.7273
252.3917	2.8851
253.0711	1.6299
253.5057	2.9699
253.7586	0.9032
254.0918	0.3315
